"Step","prom car wd0.01 img - Val Acc","prom car wd0.01 img - Val Acc__MIN","prom car wd0.01 img - Val Acc__MAX","prom ver wd0.01 img - Val Acc","prom ver wd0.01 img - Val Acc__MIN","prom ver wd0.01 img - Val Acc__MAX","prom carver wd0.01 img - Val Acc","prom carver wd0.01 img - Val Acc__MIN","prom carver wd0.01 img - Val Acc__MAX"
"36","0.7382481376830208","0.7382481376830208","0.7382481376830208","0.7731826354996147","0.7731826354996147","0.7731826354996147","","",""
"37","0.7390187516054457","0.7390187516054457","0.7390187516054457","0.7734395068070896","0.7734395068070896","0.7734395068070896","","",""
"38","0.743128692525045","0.743128692525045","0.743128692525045","","","","","",""
"39","0.7413305933727202","0.7413305933727202","0.7413305933727202","","","","","",""
"40","0.7451836629848446","0.7451836629848446","0.7451836629848446","","","","","",""
"41","0.7438993064474698","0.7438993064474698","0.7438993064474698","","","","","",""
"42","0.7415874646801952","0.7415874646801952","0.7415874646801952","","","","","",""
"43","0.7436424351399948","0.7436424351399948","0.7436424351399948","","","","","",""
"44","0.74235807860262","0.74235807860262","0.74235807860262","","","","","",""
"45","0.742614949910095","0.742614949910095","0.742614949910095","","","","","",""
"46","0.7454405342923196","0.7454405342923196","0.7454405342923196","","","","","",""
"47","0.7467248908296943","0.7467248908296943","0.7467248908296943","","","","","",""
"48","0.7444130490624197","0.7444130490624197","0.7444130490624197","","","","","",""
"49","0.7462111482147444","0.7462111482147444","0.7462111482147444","","","","","",""
"50","0.7454405342923196","0.7454405342923196","0.7454405342923196","","","","","",""
"51","0.74287182121757","0.74287182121757","0.74287182121757","","","","","",""
"52","0.7454405342923196","0.7454405342923196","0.7454405342923196","","","","","",""
"53","0.7421012072951452","0.7421012072951452","0.7421012072951452","","","","","",""
"54","0.7456974055997945","0.7456974055997945","0.7456974055997945","","","","","",""
"55","0.7444130490624197","0.7444130490624197","0.7444130490624197","","","","","",""
"56","0.7456974055997945","0.7456974055997945","0.7456974055997945","","","","","",""
"57","0.7446699203698947","0.7446699203698947","0.7446699203698947","","","","","",""
"58","0.7433855638325199","0.7433855638325199","0.7433855638325199","","","","","",""
"59","0.7441561777549448","0.7441561777549448","0.7441561777549448","","","","","",""
"60","0.7449267916773696","0.7449267916773696","0.7449267916773696","","","","","",""
"61","0.7454405342923196","0.7454405342923196","0.7454405342923196","","","","","",""
"62","0.7444130490624197","0.7444130490624197","0.7444130490624197","","","","","",""
"63","0.7459542769072695","0.7459542769072695","0.7459542769072695","","","","","",""
